subscriptionId,subscriptionName,accountId,Name,EA,NotificationContact,nc1,nc2,nc3,nc4,nc5,nc6,nc7,nc8,nc9,nc10,nc11,nc12,nc13,nc14
1d77df35-b09d-46fd-93c6-30de23723956,APAC_GCFTRANSFORMATION_DEV_001,d25b2848-06e4-4169-b1ca-e156f34daf9f,布雷博(南京)制动系统有限公司,V5702306S0354,a.ferrari@brembo.it,alessio.fiorentino@brembo.com,Gao_Chen@brembo.cn,stefano.romano@brembo.com,,,,,,,,,,,
fef942d0-d0ed-4615-bdb9-138cfb503c21,APAC_DATAGOVERNANCE_PROD_001,d25b2848-06e4-4169-b1ca-e156f34daf9f,布雷博(南京)制动系统有限公司,V5702306S0354,a.ferrari@brembo.it,alessio.fiorentino@brembo.com,Gao_Chen@brembo.cn,stefano.romano@brembo.com,,,,,,,,,,,
a0f5078c-bd6b-4826-b7a0-efb8cd2d6a72,Gravity-dev,25639380-c2ca-455c-9a7a-fb6cd3f74895,NA,NA,NA,,,,,,,,,,,,,,
acec9cc3-4e88-49c9-8bb2-30bd0c3dc723,WINDOWS AZURE INTERNAL CONSUMPTION,2d83d63a-1b52-4d69-9b9a-1e0d26f97771,NA,NA,NA,,,,,,,,,,,,,,
60a1fe3f-2da8-4493-8533-3d7ec21851cb,N/A,a9b3e2a9-b5dd-4c40-8732-dc158ad9e4c4,NA,NA,NA,,,,,,,,,,,,,,
205e4678-a349-4d5d-8233-fe08765d8dc5,N/A,a9b3e2a9-b5dd-4c40-8732-dc158ad9e4c4,NA,NA,NA,,,,,,,,,,,,,,
918fad67-4912-4346-81e8-94d9dee95020,N/A,aed07568-b92d-4010-913b-560651b818cc,NA,NA,NA,,,,,,,,,,,,,,
2aacd7fd-b123-416d-a548-66822bc08378,NILLAB,ed6991b1-eb1b-4716-b030-85b349aa54c9,NA,NA,NA,,,,,,,,,,,,,,
9176b1e8-96a3-442d-993a-86d0dfe41032,免费试用,fb1848e2-893b-471a-b667-7a9cab74feab,NA,NA,NA,,,,,,,,,,,,,,
30536d8c-d934-406d-8e55-3a9e3b852e58,STCA-MAPS-MOONCAKE-PROD,343efbdc-3cb9-4792-9aab-e6e04942e937,NA,NA,NA,,,,,,,,,,,,,,
6b14b494-56c5-44d2-a6fb-00ef27001c44,Windows Azure 企业,466eabc3-01c0-4721-8ca2-f105991b6ae3,NA,NA,NA,,,,,,,,,,,,,,
82ea15d6-0997-4fe5-ae9d-b3f2135757ad,Corneliani,8cd0633b-b782-45ed-b6ba-112fe45cd4ab,NA,NA,NA,,,,,,,,,,,,,,
573ea5b4-0a35-44f1-812a-e87c085b4997,ex-pr-gdtech,a3e01c6b-3c4e-49bb-91fa-33003d89c5fc,NA,NA,NA,,,,,,,,,,,,,,
8e88cbe1-2cf1-451b-86f7-eb8b5568f52f,第一三共（中国）投资有限公司,c64b445a-19ad-40f9-a602-97369d19de56,第一三共(中国)投资有限公司,V5702308S0479,Fancy.Li@lianwei.com.cn,support@daiichisankyo.com.cn,,,,,,,,,,,,,
c6dbcbd4-85b4-485e-acd4-7b018cd23e6d,WIN IN CHINA OFFICEPLUS PROD,c833f0ce-bee5-451f-aa70-bec80e47a48e,NA,NA,NA,,,,,,,,,,,,,,
187a032c-caf1-4f22-bf1d-b01e42d11396,WIN IN CHINA OFFICEPLUS EDOG,c833f0ce-bee5-451f-aa70-bec80e47a48e,NA,NA,NA,,,,,,,,,,,,,,
165d1aec-31d4-417f-99ba-27b7cac782d6,Subscription 1,fb52cbca-e588-4845-ba13-1355aa51a551,NA,NA,NA,,,,,,,,,,,,,,
c8e6d660-feb4-4fd9-a71b-dc0ecaeb89ef,AZ2 - Data Platform - PN - Prod,1a2839d4-501c-47cb-8644-ed168a09c85c,NA,NA,NA,,,,,,,,,,,,,,
5335d7f9-e604-4cd5-bf74-03c8ae49ba3e,AZ2 - Data Platform - Petcare - Non Prod,1a2839d4-501c-47cb-8644-ed168a09c85c,NA,NA,NA,,,,,,,,,,,,,,
06f7bb64-1b06-42b4-a8d9-a9548a7b3a4b,AZ2 - Data Platform - MGS - Non Prod,1a2839d4-501c-47cb-8644-ed168a09c85c,NA,NA,NA,,,,,,,,,,,,,,
de2a84d2-80c1-4f49-95d3-00935670f3e6,Analytics at Mars China Prod,1a2839d4-501c-47cb-8644-ed168a09c85c,NA,NA,NA,,,,,,,,,,,,,,
c0b5dac5-c88f-468f-b4ca-e300df7d0c81,AZ2 - Data Platform - MW - Non Prod,1a2839d4-501c-47cb-8644-ed168a09c85c,NA,NA,NA,,,,,,,,,,,,,,
e98bfdd7-72ba-45b3-951a-2e3d05c8fb78,AZ2 - Data Platform - MW - Prod,1a2839d4-501c-47cb-8644-ed168a09c85c,NA,NA,NA,,,,,,,,,,,,,,
46c53d05-41bc-410b-a2ca-f37381c7c406,AZ2 - Data Platform - Petcare - Prod,1a2839d4-501c-47cb-8644-ed168a09c85c,NA,NA,NA,,,,,,,,,,,,,,
a190587c-8ea9-4f17-9d16-a1c8b79aca1d,AZ2 - Cloud CoE - Sbx,1a2839d4-501c-47cb-8644-ed168a09c85c,NA,NA,NA,,,,,,,,,,,,,,
caa427cd-f315-41a2-a828-da3a82466e09,AZ2 - Data Platform - RC - Prod,1a2839d4-501c-47cb-8644-ed168a09c85c,NA,NA,NA,,,,,,,,,,,,,,
0b6c4b9e-b613-494c-adf1-5851f6009ae2,Analytics at Mars China Dev,1a2839d4-501c-47cb-8644-ed168a09c85c,NA,NA,NA,,,,,,,,,,,,,,
40eef6e0-3311-4483-9959-426bdb26c151,AZ2 - Data Platform - PN - Non Prod,1a2839d4-501c-47cb-8644-ed168a09c85c,NA,NA,NA,,,,,,,,,,,,,,
80d90827-3894-4ed7-8690-8821d586e5e7,AZ2 - Solution MW - NonProd,1a2839d4-501c-47cb-8644-ed168a09c85c,NA,NA,NA,,,,,,,,,,,,,,
f4e17c25-9d3a-4d4a-9c51-7c10d4b0050c,AZ2 - Data Platform - MGS - Prod,1a2839d4-501c-47cb-8644-ed168a09c85c,NA,NA,NA,,,,,,,,,,,,,,
b9f6f11b-5fea-47e4-a41a-f023cc68e392,AZ2 - Data Platform - RC - Non Prod,1a2839d4-501c-47cb-8644-ed168a09c85c,NA,NA,NA,,,,,,,,,,,,,,
a421ff84-1b0d-4e12-bbda-dade6fde5f38,WINDOWS AZURE 企业,a4cd4d2b-e786-48dc-979a-f7397b57a7bc,北京伟仕云安科技有限公司,V5702501S0011,an.jing@vstecs.com,qian.zhang4@vstecs.com,yanzhi.zhang@vstecs.com,,,,,,,,,,,,
9772a9d0-b75c-4247-9377-cc1430e4d66f,WINDOWS AZURE 企业,b0c45dc1-f9f3-4a73-b1ab-03421be50cde,NA,NA,NA,,,,,,,,,,,,,,
6d4bb49f-efa0-4556-91ad-dddf0932f619,N/A,e6552317-328f-4b9e-9673-bd6726d7e196,NA,NA,NA,,,,,,,,,,,,,,
c8b60832-df43-4104-b66b-6348bc445486,N/A,51e856d7-78b8-40f7-8cee-e3277ec431a4,NA,NA,NA,,,,,,,,,,,,,,
c1e15cd9-1587-484b-a9ca-4cc0467d9d23,N/A,8760afd9-4b71-4ec8-bd29-f13f8c6a2a16,NA,NA,NA,,,,,,,,,,,,,,
e200a929-8c80-4c5e-a68d-c3670133a606,MRS360-Int,9fba45ac-624f-411c-bd2e-510d3b17330b,NA,NA,NA,,,,,,,,,,,,,,
723c89e0-1f0a-4897-9f24-f3ed11811b87,MRS360-Prod,9fba45ac-624f-411c-bd2e-510d3b17330b,NA,NA,NA,,,,,,,,,,,,,,
b94bc522-448b-4e0b-8769-8a9d18f3946a,N/A,c8134896-6576-498d-a065-faff40ba0a2b,NA,NA,NA,,,,,,,,,,,,,,
ad2e2e82-2d98-4f5e-a339-9f385abff694,N/A,c8134896-6576-498d-a065-faff40ba0a2b,NA,NA,NA,,,,,,,,,,,,,,
ad408d65-6fc4-4869-969e-4560eb7b3b85,DataHub,f3ce0088-4c25-408d-b367-f5369044bfd0,NA,NA,NA,,,,,,,,,,,,,,
cba704a6-42fe-487a-8112-70fd5980baad,sub-360appdigital-sandbox-01,61c8cd56-17aa-4741-9f15-96b55271254a,NA,NA,NA,,,,,,,,,,,,,,
554753ce-9e0b-4442-b2de-f560f0b56f01,INTERNAL CONSUMPTION,78532c3f-b8cf-4dfb-bb6a-6f30487b361f,NA,NA,NA,,,,,,,,,,,,,,
4bdf881a-7129-4ff2-9675-a73d503312cb,MSL-DataLake,8eb117c9-9f2e-428c-b24d-cf7da4931f2e,NA,NA,NA,,,,,,,,,,,,,,
9b9c1fea-54d7-4224-9173-53144b6ce724,WINDOWS AZURE 企业,95f1c912-33a0-4d5f-879b-db65720059e5,中建材信息技术股份有限公司,V5702311S0592,azurebilling@topmsp.cn,elmer.huang@novatech.cn,justin.lu@novatech.cn,justin.lu@nova-tech.cn,renchangfu@cnbmtech.com,sync-service@cnbmtech.top,,,,,,,,,
55c1e20b-c1ed-40eb-aae2-92321ff74b15,CN-EC-CDMP-PRE,c93418c0-895e-4a96-bbb7-08f6696c5d0d,Ford Motor (China) Ltd,V5702405S0110,azure@ford.com,azurechn@ford.com,PJI2@ford.com,qwang156@ford.com,ralle214@ford.com,sdaphne@ford.com,,,,,,,,,
d4dcefb2-a460-423d-8ac4-a2525c95da20,FORDCN-CLOUDOPS-L4-FORD-RESEARCH,c93418c0-895e-4a96-bbb7-08f6696c5d0d,Ford Motor (China) Ltd,V5702405S0110,azure@ford.com,azurechn@ford.com,PJI2@ford.com,qwang156@ford.com,ralle214@ford.com,sdaphne@ford.com,,,,,,,,,
fdb90e67-c2de-4f08-8f5d-e10b1bd64d11,CN-EC-CDMP-PROD,c93418c0-895e-4a96-bbb7-08f6696c5d0d,Ford Motor (China) Ltd,V5702405S0110,azure@ford.com,azurechn@ford.com,PJI2@ford.com,qwang156@ford.com,ralle214@ford.com,sdaphne@ford.com,,,,,,,,,
f44cb29d-6240-400d-b9e7-b4e9cb45f3e6,CN-FSM-SCAVP-PROD,c93418c0-895e-4a96-bbb7-08f6696c5d0d,Ford Motor (China) Ltd,V5702405S0110,azure@ford.com,azurechn@ford.com,PJI2@ford.com,qwang156@ford.com,ralle214@ford.com,sdaphne@ford.com,,,,,,,,,
10059405-4b97-4785-a056-604d903715a1,CN-FAP-ESL-PROD,c93418c0-895e-4a96-bbb7-08f6696c5d0d,Ford Motor (China) Ltd,V5702405S0110,azure@ford.com,azurechn@ford.com,PJI2@ford.com,qwang156@ford.com,ralle214@ford.com,sdaphne@ford.com,,,,,,,,,
26c8fcbc-d962-43b6-b33e-5789fb869307,CN-EC-CHINAVSOC-PRE,c93418c0-895e-4a96-bbb7-08f6696c5d0d,Ford Motor (China) Ltd,V5702405S0110,azure@ford.com,azurechn@ford.com,PJI2@ford.com,qwang156@ford.com,ralle214@ford.com,sdaphne@ford.com,,,,,,,,,
944d7e93-9d15-4b95-9268-0455c4e84774,CN-EC-DCSP-PRE,c93418c0-895e-4a96-bbb7-08f6696c5d0d,Ford Motor (China) Ltd,V5702405S0110,azure@ford.com,azurechn@ford.com,PJI2@ford.com,qwang156@ford.com,ralle214@ford.com,sdaphne@ford.com,,,,,,,,,
4bb47525-1a6e-40e7-acc7-9586b4d93346,CN-EC-CHINAVSOC-PROD,c93418c0-895e-4a96-bbb7-08f6696c5d0d,Ford Motor (China) Ltd,V5702405S0110,azure@ford.com,azurechn@ford.com,PJI2@ford.com,qwang156@ford.com,ralle214@ford.com,sdaphne@ford.com,,,,,,,,,
c5168f74-4b3b-463a-a05f-9b173c740714,CN-FSM-SCAVP-PRE,c93418c0-895e-4a96-bbb7-08f6696c5d0d,Ford Motor (China) Ltd,V5702405S0110,azure@ford.com,azurechn@ford.com,PJI2@ford.com,qwang156@ford.com,ralle214@ford.com,sdaphne@ford.com,,,,,,,,,
901e6819-9d6c-4576-a814-e5b4b75f5497,CN-FAP-ESL-PRE,c93418c0-895e-4a96-bbb7-08f6696c5d0d,Ford Motor (China) Ltd,V5702405S0110,azure@ford.com,azurechn@ford.com,PJI2@ford.com,qwang156@ford.com,ralle214@ford.com,sdaphne@ford.com,,,,,,,,,
f7c48881-f430-4d97-9f36-3056eef448d6,CN-EC-DCSP-PROD,c93418c0-895e-4a96-bbb7-08f6696c5d0d,Ford Motor (China) Ltd,V5702405S0110,azure@ford.com,azurechn@ford.com,PJI2@ford.com,qwang156@ford.com,ralle214@ford.com,sdaphne@ford.com,,,,,,,,,
16463c29-a191-403f-bb26-0311b52e1ffa,CNIAB-Platform-PRD,3dd7db27-998f-4ed5-980b-6ed285b40457,NA,NA,NA,,,,,,,,,,,,,,
17bed26a-c6da-45e4-9a6f-31152b5041e9,CNIAB-DigitalService-PRD,3dd7db27-998f-4ed5-980b-6ed285b40457,NA,NA,NA,,,,,,,,,,,,,,
a29a052c-5175-4e03-bfbd-94c53dc50017,ABB-CN-APP-NMG-PROD-9AAG8882-01,3dd7db27-998f-4ed5-980b-6ed285b40457,NA,NA,NA,,,,,,,,,,,,,,
9bccb00e-5e14-43a5-af41-aa7d58709e9d,ABB-CN-APP-NMG-TEST-9AAG8882-01,3dd7db27-998f-4ed5-980b-6ed285b40457,NA,NA,NA,,,,,,,,,,,,,,
d9a7d15b-4433-48a6-91a0-a3232d273316,ABB-CN-APP-NMG-PROD-APM0013350-01,3dd7db27-998f-4ed5-980b-6ed285b40457,NA,NA,NA,,,,,,,,,,,,,,
f9746eba-ade5-43db-b2a6-3542f9edbe59,ABB-CN-APP-NMG-DEV-APM0018598-01,3dd7db27-998f-4ed5-980b-6ed285b40457,NA,NA,NA,,,,,,,,,,,,,,
389b9ee4-333e-4bab-ac36-976978f201a8,China-Data-Analytics,3dd7db27-998f-4ed5-980b-6ed285b40457,NA,NA,NA,,,,,,,,,,,,,,
5b9fa153-bed9-4725-90c6-700f91b105b9,ABB-CN-APP-NMG-DEV-9AAG8882-01,3dd7db27-998f-4ed5-980b-6ed285b40457,NA,NA,NA,,,,,,,,,,,,,,
48e72f9a-f3ae-4c53-9ab2-c4c0f2a903c6,Integration-DEV,3dd7db27-998f-4ed5-980b-6ed285b40457,NA,NA,NA,,,,,,,,,,,,,,
af96d3c8-1272-44c3-8f46-e15f6e1404e5,MOSE-CMDAnalytics-Dev,3dd7db27-998f-4ed5-980b-6ed285b40457,NA,NA,NA,,,,,,,,,,,,,,
20946d88-f15b-45e8-8a90-cfafcc073ce9,EPPC-EDCS-CNTenant-Prod,3dd7db27-998f-4ed5-980b-6ed285b40457,NA,NA,NA,,,,,,,,,,,,,,
ad2db9b8-f8bc-43e8-9bb0-ebcb26352077,ABB-CN-APP-NMG-TEST-9AAG034845-01,3dd7db27-998f-4ed5-980b-6ed285b40457,NA,NA,NA,,,,,,,,,,,,,,
3df68010-2102-4e4a-b94d-f7f5bc7559e9,CNIAB-Platform-DEV,3dd7db27-998f-4ed5-980b-6ed285b40457,NA,NA,NA,,,,,,,,,,,,,,
ce6d56ac-915e-4dd7-87bd-1c0848676029,CN-AZSUB-APA-AUD-CORTEX-APA-DATABRICKS-STAGE3-PRD,49fc69ca-8aff-4325-a87d-c71a37624e83,Deloitte & Touche Delivery Center Limited,V5702208S0474,a-hawang@deloittecn.deloitte.com.cn,beckzwang@deloitte.com.cn,hawang@deloitte.com.cn,ndong@deloittecn.com.cn,wrwang@Deloitte.com.cn,,,,,,,,,,
f04ad9e4-dc70-4149-aff1-623175193cab,CN-AZSUB-APA-AUD-CORTEX-APA-DATABRICKS-PROD1-PRD,49fc69ca-8aff-4325-a87d-c71a37624e83,Deloitte & Touche Delivery Center Limited,V5702208S0474,a-hawang@deloittecn.deloitte.com.cn,beckzwang@deloitte.com.cn,hawang@deloitte.com.cn,ndong@deloittecn.com.cn,wrwang@Deloitte.com.cn,,,,,,,,,,
6c6332db-c624-488c-bb38-500425deabe3,CN-AZSUB-APA-AUD-CORTEX-APA-DATABRICKS-STAGE1-PRD,49fc69ca-8aff-4325-a87d-c71a37624e83,Deloitte & Touche Delivery Center Limited,V5702208S0474,a-hawang@deloittecn.deloitte.com.cn,beckzwang@deloitte.com.cn,hawang@deloitte.com.cn,ndong@deloittecn.com.cn,wrwang@Deloitte.com.cn,,,,,,,,,,
c6aef70b-d77c-4da1-a84f-d5df48b27c67,CN-AZSUB-APA-AUD-CORTEX-APA-DATABRICKS-PROD2-PRD,49fc69ca-8aff-4325-a87d-c71a37624e83,Deloitte & Touche Delivery Center Limited,V5702208S0474,a-hawang@deloittecn.deloitte.com.cn,beckzwang@deloitte.com.cn,hawang@deloitte.com.cn,ndong@deloittecn.com.cn,wrwang@Deloitte.com.cn,,,,,,,,,,
ab8e02c9-0559-4689-94b7-affa25a4728b,CN-AZSUB-APA-AUD-CORTEX-APA-DATABRICKS-PROD3-PRD,49fc69ca-8aff-4325-a87d-c71a37624e83,Deloitte & Touche Delivery Center Limited,V5702208S0474,a-hawang@deloittecn.deloitte.com.cn,beckzwang@deloitte.com.cn,hawang@deloitte.com.cn,ndong@deloittecn.com.cn,wrwang@Deloitte.com.cn,,,,,,,,,,
cf5c22b7-22fd-4ce3-af8a-608ba52981f9,CN-AZSUB-APA-DC-MUSIC-PRD,49fc69ca-8aff-4325-a87d-c71a37624e83,Deloitte & Touche Delivery Center Limited,V5702208S0474,a-hawang@deloittecn.deloitte.com.cn,beckzwang@deloitte.com.cn,hawang@deloitte.com.cn,ndong@deloittecn.com.cn,wrwang@Deloitte.com.cn,,,,,,,,,,
9cb5340e-72f2-4350-af5a-6de95a5f536f,CN-AZSUB-APA-AUD-CORTEX-APA-DATABRICKS-STAGE2-PRD,49fc69ca-8aff-4325-a87d-c71a37624e83,Deloitte & Touche Delivery Center Limited,V5702208S0474,a-hawang@deloittecn.deloitte.com.cn,beckzwang@deloitte.com.cn,hawang@deloitte.com.cn,ndong@deloittecn.com.cn,wrwang@Deloitte.com.cn,,,,,,,,,,
ba1763e0-fcfb-4ce7-ad07-8e2e5682d40c,CN-AZSUB-APA-AUD-CORTEX-APA-DATAENG-PROD1-PRD,49fc69ca-8aff-4325-a87d-c71a37624e83,Deloitte & Touche Delivery Center Limited,V5702208S0474,a-hawang@deloittecn.deloitte.com.cn,beckzwang@deloitte.com.cn,hawang@deloitte.com.cn,ndong@deloittecn.com.cn,wrwang@Deloitte.com.cn,,,,,,,,,,
b87ec458-bd7b-44be-9bd9-c7cef883a7ea,CN-AZSUB-APA-AUD-CORTEX-APA-DATAENG-STAGE-PRD,49fc69ca-8aff-4325-a87d-c71a37624e83,Deloitte & Touche Delivery Center Limited,V5702208S0474,a-hawang@deloittecn.deloitte.com.cn,beckzwang@deloitte.com.cn,hawang@deloitte.com.cn,ndong@deloittecn.com.cn,wrwang@Deloitte.com.cn,,,,,,,,,,
8bfa288e-6963-4f1d-b822-b4e1c2c59b12,CN-AZSUB-APA-AUD-CORTEX01-APA-PRD,49fc69ca-8aff-4325-a87d-c71a37624e83,Deloitte & Touche Delivery Center Limited,V5702208S0474,a-hawang@deloittecn.deloitte.com.cn,beckzwang@deloitte.com.cn,hawang@deloitte.com.cn,ndong@deloittecn.com.cn,wrwang@Deloitte.com.cn,,,,,,,,,,
3873dcd1-810c-4e3b-a18c-9cc346dfae37,CN-AZSUB-APA-AUD-OMNIA-NPD,49fc69ca-8aff-4325-a87d-c71a37624e83,Deloitte & Touche Delivery Center Limited,V5702208S0474,a-hawang@deloittecn.deloitte.com.cn,beckzwang@deloitte.com.cn,hawang@deloitte.com.cn,ndong@deloittecn.com.cn,wrwang@Deloitte.com.cn,,,,,,,,,,
4a15d79e-8e39-4b65-9dd0-7854c6c99a9d,FKC SFE,5945747a-f548-40f4-9020-b29882d1a9c0,NA,NA,NA,,,,,,,,,,,,,,
adb3caf7-04c4-4db4-bae1-5acf4a0000fa,FKC Azure,5945747a-f548-40f4-9020-b29882d1a9c0,NA,NA,NA,,,,,,,,,,,,,,
9028eabc-06ee-493c-81a1-5cc4118f4e68,FKC Azure Test,5945747a-f548-40f4-9020-b29882d1a9c0,NA,NA,NA,,,,,,,,,,,,,,
d1232b2d-fa0d-4d77-8132-492b28e0ce61,Windows Azure 企业,5f412fbf-043a-4a1a-886e-a6788cd3aa56,NA,NA,NA,,,,,,,,,,,,,,
4ebdd33b-3f07-4503-baba-8ad149b81ac1,PGChina-Sandbox,96922d38-fbd7-4d5d-a608-fc30c519d2a7,NA,NA,NA,,,,,,,,,,,,,,
10c08ccf-8064-444c-9ae3-ea9c3bd2e32f,PGChina-External-Consumer,96922d38-fbd7-4d5d-a608-fc30c519d2a7,NA,NA,NA,,,,,,,,,,,,,,
9193b2c5-d925-4824-9062-c63ba1bc56e8,PGChina-External-B2B,96922d38-fbd7-4d5d-a608-fc30c519d2a7,NA,NA,NA,,,,,,,,,,,,,,
310658f5-7413-4768-a7f9-8ed011d25581,PGChina-SharedService,96922d38-fbd7-4d5d-a608-fc30c519d2a7,NA,NA,NA,,,,,,,,,,,,,,
6a479bdd-a187-4320-b3b7-d8eb1ee77fd6,SHYMOONCAKEINTERNALSUBSCRIPTION,a5a6389e-085b-49f3-9180-f6e815a57e1b,NA,NA,NA,,,,,,,,,,,,,,
4c0eacea-5ffe-4346-b831-add788e1a17f,D365,c66c2e35-a856-4093-b01e-e99d3853dea3,NA,NA,NA,,,,,,,,,,,,,,
a06a0e67-612b-4240-96b0-44e228851e31,AdenGroupPlatformCN01,55f6e0cf-7104-4b5c-b0f2-c5e7d1ad09fd,NA,NA,NA,,,,,,,,,,,,,,
40bf6a9a-79ce-4d90-877d-63d681cb75b4,kaz-sub-07n-plt-01,61a5a03f-a9d6-48a9-a370-f595f73caa54,NA,NA,NA,,,,,,,,,,,,,,
d5cd3801-1ffd-4ba5-8581-781cabfdba22,kaz-sub-07n-com-01,61a5a03f-a9d6-48a9-a370-f595f73caa54,NA,NA,NA,,,,,,,,,,,,,,
6e1f5048-2a43-4797-a38c-466b4740a5d7,kaz-sub-07p-com-01,61a5a03f-a9d6-48a9-a370-f595f73caa54,NA,NA,NA,,,,,,,,,,,,,,
afa633c3-5c7d-49bf-bee7-23e4dbf4df3b,WINDOWS AZURE INTERNAL CONSUMPTION,83581a27-d382-4841-bd9c-338e2a96cf6e,NA,NA,NA,,,,,,,,,,,,,,
e21766fd-4d1f-49b7-ac3d-a9ed83bfc3b1,CDM4VAPPSUB001,35933b52-4e88-4253-8ee9-5afff7a09dd7,NA,NA,NA,,,,,,,,,,,,,,
788ff03c-2caa-4181-9677-e75e4ef7fb65,LAB4KSHASUB001,35933b52-4e88-4253-8ee9-5afff7a09dd7,NA,NA,NA,,,,,,,,,,,,,,
7290c66c-ca8f-41f0-ba0f-affe7e4fdb83,CMI_CN_Prod_DR,4a3c3224-916f-4245-8ea2-6c83494352d6,NA,NA,NA,,,,,,,,,,,,,,
f5a4a74a-a0e1-49e4-bf09-13609f38b674,CumminsChina006,4a3c3224-916f-4245-8ea2-6c83494352d6,NA,NA,NA,,,,,,,,,,,,,,
dadf72f0-05c5-4763-82ea-b7053a54bc53,CMI_CN_Dev_Stg,4a3c3224-916f-4245-8ea2-6c83494352d6,NA,NA,NA,,,,,,,,,,,,,,
ea0b654e-9f52-4711-beff-f3575e1dabe2,Fuchs-BigData,64440ae3-7e2d-472b-a8f7-762493832d72,NA,NA,NA,,,,,,,,,,,,,,
bbf9031c-8f84-4ee0-a64a-93597996edec,WINDOWS AZURE 企业,67f831e3-9aa1-417c-bb59-15a394d67d52,Exeevo Shanghai Limited,V5702309S0510,dl_devops@exeevo.com,liang.kang@exeevo.com,lokesh.chennam@exeevo.com,,,,,,,,,,,,
6f6b84fc-bfc8-4f6f-b22b-ec0254347f5a,上海亦恺互联网络科技有限公司,742bb457-ea74-4705-a787-b3aae69b550a,NA,NA,NA,,,,,,,,,,,,,,
1d2e7170-3818-428b-9863-e72651a9c485,WINDOWS AZURE 内部消耗 FOR YUJING DEMO,7a61bcd7-6f6a-45f6-b104-98ea4930b662,NA,NA,NA,,,,,,,,,,,,,,
d2871847-0045-48f0-9f64-b67cb4f25b09,云服务部-秦斌测试,7cd9edca-4c74-466c-bf37-83d6b283f026,NA,NA,NA,,,,,,,,,,,,,,
6273fbea-8a11-498b-8218-02b6f4398e12,IOT测试,7cd9edca-4c74-466c-bf37-83d6b283f026,NA,NA,NA,,,,,,,,,,,,,,
28fa79ec-79c6-4499-ad0a-19b93a92ae90,ct-cn-public-production-01,87e3463c-a686-4298-a483-5241910970d4,NA,NA,NA,,,,,,,,,,,,,,
5178f898-3054-426a-8ccc-3f826ce42275,ac-cn-public-devtest-01,87e3463c-a686-4298-a483-5241910970d4,NA,NA,NA,,,,,,,,,,,,,,
a71b7682-ca49-4445-83e3-3b47c11a95f1,WINDOWS AZURE ENTERPRISE,e20cc6a3-07ba-4c54-9e49-f10be53f45f1,中建材信息技术股份有限公司,V5702510S0189,renchangfu@cnbmtech.com,,,,,,,,,,,,,,
cf430f6d-6f70-411e-8a96-bee5e7cdb865,CES CN Prod,328cfd11-431f-409a-bd81-d2dabb37e48d,NA,NA,NA,,,,,,,,,,,,,,
4c63e1dc-8a1a-4e97-b034-f11f79acf5a3,CES CN UAT,328cfd11-431f-409a-bd81-d2dabb37e48d,NA,NA,NA,,,,,,,,,,,,,,
f6c452f0-443c-4147-a81a-4774b09dcf69,CES CN DEV,328cfd11-431f-409a-bd81-d2dabb37e48d,NA,NA,NA,,,,,,,,,,,,,,
